Month Absence Occurred,Monthday Range Absence Occurred,Weekday Absence Occurred,Disease Absence,Other Factor Absence,Not-Major Issue Absence,Education,Has 1 Child,Has 2 Children,Has More than 2 Children,Has 1 Pet,Has 2 Pets,Has More than 2 Pets,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Extensive Absenteeism Time in Hours
12,1,1,0,0,1,0,0,0,0,0,0,0,179,51,38,236.629,31,0
12,1,1,0,0,1,1,1,0,0,1,0,0,235,11,37,236.629,29,0
12,2,2,0,0,1,0,1,0,0,0,0,0,118,13,50,236.629,31,0
12,2,5,0,0,1,0,0,0,1,0,0,0,260,50,36,236.629,23,1
12,3,4,1,0,0,0,0,0,0,0,0,0,246,25,41,236.629,23,1
12,3,4,0,0,1,0,0,0,0,0,0,0,179,51,38,236.629,31,0
12,4,5,0,0,1,0,0,0,0,0,0,0,179,51,38,236.629,31,0
12,4,2,0,0,1,1,0,0,0,0,0,0,179,26,30,236.629,19,0
12,4,2,0,0,1,0,0,0,0,0,0,0,118,10,37,236.629,28,1
12,5,4,0,0,1,1,1,0,0,1,0,0,235,11,37,236.629,29,0
12,5,5,0,0,1,0,0,0,0,0,0,0,179,51,38,236.629,31,0
12,4,2,1,0,0,0,1,0,0,0,0,0,235,20,43,236.629,38,1
12,4,2,1,0,0,1,1,0,0,1,0,0,235,11,37,236.629,29,1
12,5,3,0,0,1,0,0,0,1,0,0,0,260,50,36,236.629,23,1
12,4,1,0,0,1,0,0,0,0,0,0,0,157,27,29,236.629,22,0
12,4,1,0,0,1,0,0,0,0,0,0,0,179,51,38,236.629,31,0
12,4,1,0,1,0,0,0,1,0,1,0,0,289,36,33,236.629,30,1
1,1,3,0,0,1,0,1,0,0,0,1,0,225,26,28,330.061,24,1
1,2,1,0,1,0,0,0,0,0,0,0,0,118,10,37,330.061,28,1
1,2,1,0,0,1,0,0,1,0,0,0,0,155,12,34,330.061,25,0
1,1,2,1,0,0,1,1,0,0,1,0,0,235,11,37,330.061,29,0
1,1,2,0,0,1,0,0,1,0,0,0,0,155,12,34,330.061,25,1
1,2,1,0,0,1,0,0,1,0,1,0,0,289,36,33,330.061,30,1
1,3,3,1,0,0,0,1,0,0,1,0,0,291,31,40,330.061,25,1
1,4,1,0,0,1,0,1,0,0,0,0,0,235,20,43,330.061,38,1
1,4,1,0,0,1,0,1,0,0,0,0,0,118,13,50,330.061,31,1
1,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,330.061,31,0
1,6,5,0,0,1,0,0,0,0,0,0,0,179,51,38,330.061,31,0
2,2,2,0,0,1,0,0,0,0,0,0,0,118,10,37,251.818,28,0
2,1,3,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,1,3,1,0,0,0,1,0,0,0,1,0,225,26,28,251.818,24,0
2,1,5,0,0,1,0,0,1,0,1,0,0,289,36,33,251.818,30,0
2,2,5,0,0,1,0,0,0,1,0,0,0,260,50,36,251.818,23,0
2,4,5,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,3,3,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,4,4,1,0,0,0,0,0,0,0,0,0,179,51,38,251.818,31,1
2,4,4,0,0,1,0,0,0,0,0,0,0,246,25,41,251.818,23,1
2,4,5,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,3,1,0,0,1,0,0,1,0,0,1,0,189,29,33,251.818,25,1
2,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,5,2,0,0,1,0,0,0,0,0,0,0,246,25,41,251.818,23,0
2,5,2,0,0,1,0,1,0,0,1,0,0,291,31,40,251.818,25,0
2,5,3,1,0,0,0,0,0,0,0,0,0,157,27,29,251.818,22,1
2,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,5,5,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,5,5,1,0,0,0,0,0,0,0,0,0,246,25,41,251.818,23,1
2,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
2,5,5,0,0,1,0,0,0,0,0,0,0,179,51,38,251.818,31,0
3,2,2,0,1,0,0,0,0,0,0,0,0,118,10,37,244.387,28,1
3,2,3,0,1,0,0,0,0,0,0,0,0,246,25,41,244.387,23,1
3,2,5,0,0,1,0,0,0,0,0,0,0,246,25,41,244.387,23,0
3,2,5,0,0,1,0,0,0,1,0,0,0,260,50,36,244.387,23,1
3,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,244.387,31,0
3,3,1,0,0,1,1,1,0,0,1,0,0,235,11,37,244.387,29,1
3,3,2,0,0,1,1,0,1,0,0,0,0,179,22,40,244.387,22,1
3,3,2,0,0,1,0,0,1,0,0,0,1,378,49,36,244.387,21,1
3,4,1,0,0,1,0,0,0,0,0,0,0,179,51,38,244.387,31,1
3,5,3,0,0,1,0,1,0,0,0,0,1,361,52,28,244.387,27,1
3,5,3,1,0,0,0,0,0,1,0,0,0,369,17,31,244.387,25,0
3,5,4,0,1,0,1,1,0,0,1,0,0,235,11,37,244.387,29,1
3,5,5,0,0,1,0,1,0,0,0,0,0,118,13,50,244.387,31,0
3,6,2,1,0,0,0,1,0,0,0,0,0,118,13,50,244.387,31,0
3,6,3,1,0,0,0,1,0,0,0,0,0,118,13,50,244.387,31,1
3,6,4,1,0,0,1,1,0,0,1,0,0,235,11,37,244.387,29,0
3,6,4,1,0,0,0,0,0,0,0,0,0,246,25,41,244.387,23,0
3,6,4,1,0,0,0,1,0,0,0,0,0,118,13,50,244.387,31,0
3,6,5,0,0,1,0,0,0,0,0,0,0,179,51,38,244.387,31,1
3,6,5,0,0,1,0,0,1,0,1,0,0,289,36,33,244.387,30,1
3,6,1,0,1,0,0,0,0,1,0,0,0,260,50,36,244.387,23,1
3,6,2,0,0,1,0,0,0,0,0,0,0,246,25,41,244.387,23,0
4,1,3,0,0,1,0,0,0,0,0,0,0,179,51,38,239.409,31,1
4,2,5,0,0,1,0,0,0,1,0,0,0,260,50,36,239.409,23,0
4,2,5,0,0,1,1,0,0,0,0,0,0,330,16,28,239.409,25,1
4,2,1,0,0,1,0,0,0,1,0,0,0,369,17,31,239.409,25,1
4,2,1,0,0,1,0,0,1,0,1,0,0,248,25,47,239.409,32,1
4,3,3,0,0,1,1,0,0,0,0,0,0,330,16,28,239.409,25,1
4,3,3,0,0,1,0,0,0,0,0,0,0,179,51,38,239.409,31,1
4,4,1,0,0,1,0,1,0,0,0,0,0,118,13,50,239.409,31,0
4,4,3,1,0,0,0,1,0,0,0,0,0,118,13,50,239.409,31,1
4,6,5,0,0,1,0,0,1,0,1,0,0,300,26,43,239.409,25,1
4,6,5,0,0,1,0,0,0,1,0,0,0,260,50,36,239.409,23,1
4,5,1,0,0,1,0,0,0,0,0,0,0,179,51,38,239.409,31,1
4,6,3,1,0,0,0,0,0,0,0,0,0,118,10,37,239.409,28,0
5,1,1,1,0,0,0,1,0,0,0,0,0,235,20,43,246.074,38,1
5,1,3,0,0,1,0,0,1,0,1,0,0,248,25,47,246.074,32,0
5,2,1,1,0,0,0,0,0,1,0,0,0,369,17,31,246.074,25,1
5,2,3,0,0,1,1,0,0,0,0,0,0,179,26,30,246.074,19,0
5,2,3,0,0,1,0,0,0,0,0,0,0,179,51,38,246.074,31,1
5,3,4,0,0,1,0,1,0,0,0,0,1,361,52,28,246.074,27,0
5,3,5,0,0,1,0,0,0,1,0,0,0,260,50,36,246.074,23,0
5,3,1,1,0,0,1,0,1,0,0,0,0,179,22,40,246.074,22,0
5,3,1,1,0,0,1,0,1,0,0,0,0,179,22,40,246.074,22,0
5,4,3,0,1,0,0,0,1,0,1,0,0,228,14,58,246.074,22,1
5,4,3,0,0,1,0,1,0,0,0,1,0,225,26,28,246.074,24,0
5,4,5,1,0,0,1,0,0,0,0,0,0,330,16,28,246.074,25,1
5,5,1,0,0,1,1,0,0,0,0,0,0,179,26,30,246.074,19,0
5,5,1,0,0,1,0,0,0,0,0,0,0,118,10,37,246.074,28,0
5,6,1,1,0,0,1,1,0,0,1,0,0,235,11,37,246.074,29,1
5,6,3,0,0,1,1,0,0,0,0,0,0,179,26,30,246.074,19,0
6,1,1,0,0,1,0,0,0,0,0,0,0,118,10,37,253.957,28,0
6,1,1,0,0,1,0,0,0,0,0,0,0,179,51,38,253.957,31,0
6,2,2,0,0,1,0,0,0,0,0,0,0,118,10,37,253.957,28,0
6,2,4,0,0,1,0,1,0,0,0,1,0,225,26,28,253.957,24,1
6,2,5,0,0,1,0,0,0,1,0,0,0,260,50,36,253.957,23,1
6,2,5,1,0,0,0,0,0,0,0,0,0,179,51,38,253.957,31,0
6,3,1,1,0,0,0,1,0,0,1,0,0,291,31,40,253.957,25,1
6,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,253.957,31,1
6,3,2,0,0,1,0,0,0,0,0,0,0,246,25,41,253.957,23,0
6,4,1,0,0,1,0,0,0,0,0,0,0,179,51,38,253.957,31,1
6,4,2,0,0,1,0,1,0,0,0,0,0,235,20,43,253.957,38,1
6,6,1,0,0,1,0,0,0,0,0,0,0,179,51,38,253.957,31,0
6,6,3,0,0,1,0,1,0,0,0,1,0,225,26,28,253.957,24,0
6,6,3,0,0,1,0,1,0,0,0,0,0,118,13,50,253.957,31,0
6,6,3,1,0,0,0,0,0,0,0,0,0,179,51,38,253.957,31,1
6,6,3,0,1,0,1,0,0,0,0,0,0,179,26,30,253.957,19,0
6,6,5,0,0,1,0,0,0,0,0,0,0,246,25,41,253.957,23,0
6,6,2,1,0,0,1,0,0,0,0,0,0,330,16,28,253.957,25,0
6,6,2,1,0,0,1,1,0,0,1,0,0,235,11,37,253.957,29,1
7,2,4,0,0,1,1,0,0,0,0,0,0,179,26,30,230.29,19,0
7,2,4,0,0,1,0,1,0,0,0,1,0,225,26,28,230.29,24,1
7,2,5,1,0,0,0,0,0,1,0,0,0,260,50,36,230.29,23,1
7,2,1,1,0,0,1,0,0,0,0,0,0,268,11,33,230.29,25,1
7,3,5,0,0,1,1,0,0,0,0,0,0,330,16,28,230.29,25,1
7,3,5,0,0,1,0,0,0,0,0,0,0,118,10,37,230.29,28,1
7,4,1,0,0,1,0,0,0,1,0,0,0,260,50,36,230.29,23,1
7,4,2,0,0,1,0,0,0,0,0,0,0,118,10,37,230.29,28,1
7,5,1,0,0,0,0,0,1,0,1,0,0,300,26,43,230.29,25,1
7,5,1,0,0,1,0,1,0,0,0,0,1,235,29,48,230.29,33,0
7,5,2,0,0,1,0,0,0,0,0,0,0,246,25,41,230.29,23,0
7,5,2,1,0,0,0,1,0,0,0,1,0,225,26,28,230.29,24,1
7,5,2,0,0,1,0,0,0,0,0,0,0,179,51,38,230.29,31,0
7,6,5,0,0,1,0,1,0,0,0,0,0,118,13,50,230.29,31,0
7,6,5,0,0,1,0,1,0,0,0,0,1,361,52,28,230.29,27,1
7,5,1,0,0,1,0,0,1,0,1,0,0,289,36,33,230.29,30,1
7,5,1,0,0,1,0,1,0,0,0,0,0,235,20,43,230.29,38,1
7,5,2,0,0,1,0,0,0,0,0,0,0,246,25,41,230.29,23,0
7,6,4,0,0,1,0,1,0,0,1,0,0,291,31,40,230.29,25,0
7,6,4,0,0,1,0,0,1,0,0,0,0,279,5,39,230.29,24,0
8,1,4,0,0,1,0,0,0,0,0,0,0,179,51,38,249.797,31,1
8,2,1,0,0,1,1,0,1,0,0,0,0,179,22,40,249.797,22,0
8,2,2,0,0,1,0,0,0,0,0,0,0,246,25,41,249.797,23,1
8,2,2,0,0,1,0,0,0,0,0,0,0,118,10,37,249.797,28,1
8,2,2,0,0,1,0,0,1,0,1,0,0,289,36,33,249.797,30,1
8,2,2,0,0,1,0,1,0,0,0,0,0,235,20,43,249.797,38,1
8,2,4,0,0,1,0,1,0,0,1,0,0,291,31,40,249.797,25,1
8,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,249.797,31,1
8,3,2,0,0,1,1,0,1,0,0,0,0,179,22,40,249.797,22,1
8,4,4,0,0,1,1,0,0,0,0,0,0,330,16,28,249.797,25,1
8,5,2,0,0,1,1,1,0,0,1,0,0,235,11,37,249.797,29,1
8,5,2,0,0,1,0,0,0,0,0,0,0,246,25,41,249.797,23,0
8,5,2,0,0,1,0,0,0,0,0,0,0,118,10,37,249.797,28,1
8,5,4,0,0,1,0,1,0,0,1,0,0,291,31,40,249.797,25,0
8,6,1,0,0,1,0,0,0,1,0,0,0,260,50,36,249.797,23,0
9,1,2,0,0,1,0,0,0,0,0,0,0,246,25,41,261.756,23,0
9,1,2,0,0,1,0,0,0,0,0,0,0,246,25,41,261.756,23,0
9,1,2,0,0,1,0,0,0,0,0,0,0,118,10,37,261.756,28,0
9,1,2,0,0,1,0,0,1,0,0,0,0,155,12,34,261.756,25,0
9,2,4,0,0,1,0,1,0,0,1,0,0,291,31,40,261.756,25,0
9,2,5,0,0,1,1,0,0,0,0,0,0,179,26,30,261.756,19,1
9,2,5,0,0,1,0,0,1,0,1,0,0,248,25,47,261.756,32,0
9,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,261.756,31,1
9,3,3,0,0,1,0,1,0,0,0,1,0,225,26,28,261.756,24,0
9,4,1,0,0,1,1,0,0,0,0,0,0,179,26,30,261.756,19,0
9,4,2,0,0,1,0,0,0,1,0,0,0,369,17,31,261.756,25,1
9,6,2,0,0,1,0,1,0,0,0,0,1,361,52,28,261.756,27,1
10,1,4,1,0,0,0,0,0,0,0,1,0,289,48,49,284.853,36,0
10,1,4,1,0,0,1,0,0,0,0,0,0,235,16,32,284.853,25,0
10,2,5,0,0,1,0,0,0,0,0,0,0,246,25,41,284.853,23,1
10,3,3,1,0,0,0,0,0,0,0,1,0,289,48,49,284.853,36,0
10,3,3,0,0,1,0,1,0,0,1,0,0,291,31,40,284.853,25,0
10,4,2,0,0,1,0,0,0,0,0,0,0,118,10,37,284.853,28,0
10,4,4,0,0,1,0,0,0,0,0,1,0,289,48,49,284.853,36,0
10,4,5,0,0,1,0,1,0,0,1,0,0,291,31,40,284.853,25,0
10,5,2,0,0,1,0,1,0,0,0,1,0,225,26,28,284.853,24,0
10,5,2,0,0,1,0,0,0,1,0,0,0,369,17,31,284.853,25,1
10,5,2,0,0,1,0,0,0,1,0,0,0,369,17,31,284.853,25,0
10,5,2,0,0,1,0,1,0,0,0,1,0,225,26,28,284.853,24,1
10,5,2,0,0,1,0,0,0,1,0,0,0,369,17,31,284.853,25,1
10,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,284.853,31,0
10,5,3,1,0,0,0,0,1,0,1,0,0,228,14,58,284.853,22,0
10,5,3,0,0,1,0,1,0,0,1,0,0,291,31,40,284.853,25,0
10,6,4,1,0,0,0,0,0,1,0,0,0,369,17,31,284.853,25,1
10,6,4,1,0,0,0,1,0,0,0,1,0,225,26,28,284.853,24,0
10,6,5,1,0,0,0,0,0,1,0,0,0,369,17,31,284.853,25,1
10,6,5,1,0,0,0,1,0,0,0,1,0,225,26,28,284.853,24,0
10,6,6,0,0,1,0,0,1,0,0,1,0,189,29,33,284.853,25,1
10,6,6,1,0,0,1,0,0,0,0,0,0,235,16,32,284.853,25,1
10,6,6,1,0,0,0,0,1,0,1,0,0,248,25,47,284.853,32,1
10,6,6,1,0,0,0,1,0,0,0,1,0,225,26,28,284.853,24,0
10,6,2,1,0,0,0,1,0,0,0,1,0,225,26,28,284.853,24,0
11,2,2,0,1,0,0,0,0,0,0,0,0,179,51,38,268.519,31,0
11,2,3,0,0,1,0,0,0,0,0,0,0,118,10,37,268.519,28,0
11,2,3,1,0,0,1,0,0,0,0,0,0,330,16,28,268.519,25,1
11,2,5,0,0,1,0,0,0,0,0,0,0,179,51,38,268.519,31,0
11,3,2,1,0,0,0,0,0,0,0,0,0,118,10,37,268.519,28,1
11,3,3,0,0,1,0,0,1,0,1,0,0,289,36,33,268.519,30,1
11,4,5,1,0,0,1,0,0,0,0,0,0,235,16,32,268.519,25,1
11,4,5,0,0,1,0,1,0,0,0,1,0,225,26,28,268.519,24,1
11,5,2,0,0,1,0,1,0,0,0,0,1,361,52,28,268.519,27,1
11,5,3,0,0,1,0,1,0,0,1,0,0,291,31,40,268.519,25,0
11,5,4,1,0,0,0,0,0,0,0,0,0,118,10,37,268.519,28,0
11,5,4,1,0,0,0,1,0,0,0,1,0,225,26,28,268.519,24,0
11,6,1,0,0,1,0,0,0,0,0,0,0,179,51,38,268.519,31,0
11,6,1,0,0,1,0,0,0,0,0,0,0,118,10,37,268.519,28,1
11,6,2,1,0,0,0,0,0,0,0,0,0,118,10,37,268.519,28,1
11,6,2,0,0,1,0,1,0,0,0,1,0,225,26,28,268.519,24,0
11,6,2,1,0,0,0,1,0,0,1,0,0,291,31,40,268.519,25,0
11,6,3,1,0,0,0,0,1,0,1,0,0,289,36,33,268.519,30,0
11,6,4,1,0,0,0,0,1,0,1,0,0,248,25,47,268.519,32,1
11,6,4,1,0,0,0,1,0,0,0,0,0,235,20,43,268.519,38,0
11,5,5,0,0,1,0,1,0,0,0,1,0,225,26,28,268.519,24,0
11,5,5,0,0,1,0,0,0,1,0,0,0,369,17,31,268.519,25,1
11,6,1,0,0,1,0,1,0,0,0,0,1,361,52,28,268.519,27,0
12,1,2,1,0,0,0,0,0,0,0,0,0,179,51,38,280.549,31,1
12,2,3,0,0,1,0,1,0,0,1,0,0,291,31,40,280.549,25,0
12,2,3,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,2,5,1,0,0,1,0,0,0,0,0,0,179,26,30,280.549,19,0
12,2,5,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,3,3,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,3,4,1,0,0,0,1,0,0,0,0,1,361,52,28,280.549,27,1
12,3,5,0,1,0,1,0,1,0,0,0,0,179,22,40,280.549,22,0
12,3,5,0,0,1,0,1,0,0,0,0,0,235,20,43,280.549,38,1
12,4,1,0,1,0,1,1,0,0,0,0,1,233,51,31,280.549,21,1
12,4,2,1,0,0,1,0,0,0,0,0,0,179,26,30,280.549,19,1
12,4,2,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,5,4,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,4,1,0,0,1,0,1,0,0,0,1,0,225,26,28,280.549,24,0
12,4,2,0,1,0,0,0,1,0,0,0,0,155,12,34,280.549,25,1
1,1,1,1,0,0,1,0,0,0,0,0,0,179,26,30,313.532,19,1
1,1,4,1,0,0,1,0,0,0,0,0,0,179,26,30,313.532,19,1
1,1,4,0,0,1,1,0,1,0,0,0,0,179,22,40,313.532,22,0
1,1,5,0,0,1,1,0,1,0,0,0,0,179,22,40,313.532,22,0
1,2,1,1,0,0,1,0,0,0,0,0,0,179,26,30,313.532,19,0
1,2,3,0,0,1,1,0,1,0,0,0,0,179,22,40,313.532,22,0
1,3,4,1,0,0,0,0,0,0,0,1,0,289,48,49,313.532,36,1
1,3,5,0,1,0,1,0,1,0,0,0,0,179,22,40,313.532,22,0
1,3,1,0,0,1,1,0,0,0,0,0,0,179,26,30,313.532,19,0
1,4,2,0,1,0,0,0,1,0,0,0,0,155,12,34,313.532,25,1
1,4,3,0,0,1,1,0,0,0,0,0,0,179,26,30,313.532,19,0
1,4,3,0,0,1,0,0,0,0,0,0,0,179,51,38,313.532,31,0
1,4,3,1,0,0,0,0,1,0,1,0,0,289,36,33,313.532,30,1
1,4,4,0,0,1,0,0,0,0,0,0,0,179,51,38,313.532,31,0
1,6,5,0,0,1,0,0,0,0,0,0,0,179,51,38,313.532,31,0
2,2,2,1,0,0,0,0,0,0,0,0,0,179,51,38,264.249,31,1
2,2,2,0,0,1,0,1,0,0,0,1,0,225,26,28,264.249,24,0
2,2,3,1,0,0,0,0,1,0,1,0,0,248,25,47,264.249,32,1
2,2,3,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,2,4,0,0,1,0,1,0,0,0,1,0,225,26,28,264.249,24,0
2,2,4,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,2,4,0,0,1,1,0,0,0,0,0,0,179,26,30,264.249,19,0
2,2,5,0,0,1,1,0,1,0,0,1,0,225,15,41,264.249,28,0
2,2,5,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,3,1,0,1,0,1,1,0,0,0,0,1,233,51,31,264.249,21,0
2,3,1,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,3,2,1,0,0,0,1,0,0,0,1,0,225,26,28,264.249,24,1
2,3,3,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,3,4,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,3,4,0,0,1,0,1,0,0,0,1,0,225,26,28,264.249,24,0
2,3,4,1,0,0,1,0,0,0,0,0,0,179,26,30,264.249,19,0
2,4,5,0,0,1,1,0,1,0,0,0,0,179,22,40,264.249,22,0
2,4,5,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,5,3,1,0,0,1,1,0,0,0,0,1,233,51,31,264.249,21,0
2,5,3,0,0,1,1,0,0,0,0,0,0,179,26,30,264.249,19,0
2,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,5,4,1,0,0,0,0,0,0,0,0,0,179,51,38,264.249,31,1
2,5,5,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,6,1,0,0,1,0,0,1,0,0,0,0,155,12,34,264.249,25,1
2,6,1,0,0,1,1,0,0,0,0,0,0,235,16,32,264.249,25,0
2,6,1,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,6,1,1,0,0,0,1,0,0,0,1,0,225,26,28,264.249,24,0
2,6,2,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,6,2,0,0,1,0,0,1,0,1,0,0,248,25,47,264.249,32,0
2,6,2,0,0,1,0,1,0,0,0,1,0,225,26,28,264.249,24,0
2,6,3,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,5,4,0,0,1,0,0,0,0,0,0,0,179,51,38,264.249,31,0
2,5,5,0,0,1,1,0,0,0,0,0,0,235,16,32,264.249,25,0
3,1,1,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,1,1,0,0,1,0,0,1,0,1,0,0,248,25,47,222.196,32,0
3,2,2,0,0,1,0,0,1,0,1,0,0,228,14,58,222.196,22,0
3,2,2,0,0,1,0,0,1,0,1,0,0,248,25,47,222.196,32,0
3,2,2,1,0,0,0,0,1,0,1,0,0,228,14,58,222.196,22,1
3,2,3,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,2,4,0,0,1,0,1,0,0,0,1,0,225,26,28,222.196,24,0
3,2,4,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,2,4,0,0,1,0,1,0,0,0,1,0,225,26,28,222.196,24,0
3,2,5,0,0,1,1,0,0,0,0,0,0,179,26,30,222.196,19,0
3,3,1,0,0,1,1,0,0,0,0,0,0,235,16,32,222.196,25,0
3,3,1,0,1,0,0,1,0,0,0,0,1,361,52,28,222.196,27,1
3,3,2,1,0,0,0,0,0,0,0,0,0,179,51,38,222.196,31,1
3,3,3,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,3,4,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,4,5,0,0,1,1,0,0,0,0,0,0,179,26,30,222.196,19,0
3,4,1,1,0,0,0,0,0,0,0,0,0,179,51,38,222.196,31,1
3,4,1,1,0,0,0,0,1,0,1,0,0,248,25,47,222.196,32,0
3,4,1,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,4,1,1,0,0,0,1,0,0,0,1,0,225,26,28,222.196,24,1
3,4,2,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,5,3,0,0,1,0,0,1,0,1,0,0,289,36,33,222.196,30,1
3,5,3,0,0,1,0,0,1,0,1,0,0,228,14,58,222.196,22,0
3,5,3,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,5,4,0,0,1,0,0,1,0,1,0,0,248,25,47,222.196,32,0
3,5,4,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,5,5,0,0,1,1,0,0,0,0,0,0,179,26,30,222.196,19,0
3,5,5,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,6,2,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,6,3,0,0,1,0,0,1,0,0,0,0,118,15,46,222.196,25,1
3,6,3,1,0,0,0,0,1,0,0,0,0,155,12,34,222.196,25,1
3,6,3,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,6,4,0,0,1,0,0,0,0,0,0,0,179,51,38,222.196,31,0
3,6,1,1,0,0,1,0,0,0,0,0,0,179,26,30,222.196,19,0
3,6,1,0,1,0,0,0,1,0,1,0,0,289,36,33,222.196,30,1
3,6,3,0,0,1,0,0,0,1,0,0,0,369,17,31,222.196,25,1
4,1,1,1,0,0,0,1,0,0,0,1,0,225,26,28,246.288,24,1
4,1,1,1,0,0,0,0,0,0,0,0,0,118,10,37,246.288,28,1
4,1,2,0,1,0,0,1,0,0,0,0,1,361,52,28,246.288,27,1
4,1,3,0,1,0,0,0,1,0,1,0,0,248,25,47,246.288,32,1
4,1,4,1,0,0,0,0,1,0,0,1,0,189,29,33,246.288,25,1
4,2,5,0,0,1,1,0,0,0,0,0,0,179,26,30,246.288,19,0
4,2,1,1,0,0,0,0,0,1,0,0,0,369,17,31,246.288,25,1
4,2,2,0,0,0,1,0,1,0,0,0,0,179,22,40,246.288,22,0
4,2,2,0,0,1,0,1,0,0,0,0,0,118,13,50,246.288,31,0
4,2,2,0,0,1,0,1,0,0,0,0,1,361,52,28,246.288,27,0
4,3,3,1,0,0,0,0,0,0,0,0,0,118,10,37,246.288,28,0
4,3,5,0,0,1,1,1,0,0,1,0,0,235,11,37,246.288,29,1
4,3,5,0,0,1,1,0,0,0,0,0,0,179,26,30,246.288,19,0
4,4,1,0,1,0,0,1,0,0,0,1,0,225,26,28,246.288,24,1
4,4,2,0,0,0,1,0,0,0,0,0,0,235,16,32,246.288,25,0
4,4,5,0,0,1,1,0,0,0,0,0,0,179,26,30,246.288,19,0
4,5,2,0,0,1,0,0,1,0,0,0,0,155,12,34,246.288,25,1
4,6,4,0,1,0,0,1,0,0,0,1,0,225,26,28,246.288,24,1
4,6,4,1,0,0,0,1,0,0,0,0,0,118,13,50,246.288,31,0
4,6,5,0,0,1,1,0,0,0,0,0,0,179,26,30,246.288,19,0
5,2,1,0,0,1,1,1,0,0,1,0,0,235,11,37,237.656,29,1
5,2,3,0,1,0,1,0,1,0,0,1,0,225,15,41,237.656,28,0
5,2,3,0,0,1,1,0,0,0,0,0,0,235,16,32,237.656,25,0
5,2,3,1,0,0,0,0,0,0,0,0,0,118,10,37,237.656,28,0
5,2,3,0,0,1,0,1,0,0,0,0,0,235,20,43,237.656,38,1
5,2,4,1,0,0,1,0,0,0,0,0,0,179,26,30,237.656,19,0
5,2,4,0,0,1,0,1,0,0,1,0,0,291,31,40,237.656,25,0
5,2,4,1,0,0,1,0,1,0,0,1,0,225,15,41,237.656,28,1
5,3,5,0,1,0,0,0,1,0,1,0,0,300,26,43,237.656,25,1
5,3,5,0,0,1,1,0,1,0,0,1,0,225,15,41,237.656,28,1
5,3,5,0,0,1,1,0,0,0,0,0,0,179,26,30,237.656,19,0
5,3,1,0,0,1,0,1,0,0,0,0,0,118,13,50,237.656,31,0
